customer_lifetime_value,monthly_premium_auto,total_claim_amount,number_of_open_complaints,income,policy_type,vehicle_class,gender,education,state,zones
2654,66,85,1,73196,Personal Auto,Four-Door Car,male,Master,Washington,east
2549,6464,91,0,72217,Personal Auto,Four-Door Car,male,Bachelor,Washington,east
2969,74,355,0,46131,Personal Auto,Two-Door Car,male,High School or Below,California,west
4363,109,286,3,54514,Personal Auto,SUV,female,Master,Oregon,northwest
5884,161,1159,0,0,Personal Auto,SUV,female,High School or Below,California,west
5272,66,316,0,96668,Personal Auto,Four-Door Car,female,College,Nevada,central
5509,69,466,1,78879,Personal Auto,Four-Door Car,male,Doctor,California,west
16313,69,331,0,0,Personal Auto,Four-Door Car,male,College,Nevada,central
5678,76,364,0,0,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
12101,112,1252,0,0,Personal Auto,Sports Car,female,Bachelor,California,west
2453,69,331,0,29735,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
5075,65,312,0,23082,Special Auto,Four-Door Car,male,High School or Below,California,west
3214,80,421,0,53984,Corporate Auto,Four-Door Car,male,Bachelor,Arizona,central
12275,156,430,0,52135,Personal Auto,SUV,female,College,California,west
2722,71,398,0,17576,Corporate Auto,Four-Door Car,female,College,California,west
2457,62,7,0,29486,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
3554,88,55,0,58557,Corporate Auto,Four-Door Car,female,Master,Oregon,northwest
4929,63,351,0,25632,Personal Auto,Two-Door Car,male,Bachelor,California,west
8036,112,806,0,0,Personal Auto,Sports Car,female,High School or Below,California,west
4276,68,647,3,18768,Corporate Auto,Four-Door Car,male,Bachelor,Arizona,central
33473,106,508,0,33190,Personal Auto,SUV,female,Bachelor,California,west
5960,74,128,0,47945,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
44795,126,302,0,58778,Special Auto,SUV,male,College,Arizona,central
3832,100,480,0,15192,Personal Auto,SUV,female,High School or Below,California,west
6837,171,1003,0,51859,Personal Auto,SUV,female,Bachelor,California,west
5285,72,518,0,23422,Personal Auto,Two-Door Car,female,High School or Below,Nevada,central
3096,79,379,0,21604,Corporate Auto,Four-Door Car,female,College,California,west
3589,90,244,0,79298,Personal Auto,Four-Door Car,male,College,Arizona,central
2582,64,201,0,76731,Special Auto,Four-Door Car,female,Bachelor,Arizona,central
3403,88,91,1,38460,Personal Auto,Four-Door Car,male,College,Washington,east
13575,115,552,1,48534,Personal Auto,SUV,female,College,Arizona,central
3436,88,91,0,30817,Corporate Auto,Four-Door Car,male,Doctor,Washington,east
28685,104,707,0,48412,Personal Auto,SUV,female,College,Oregon,northwest
4502,114,92,0,68798,Personal Auto,SUV,male,Bachelor,Washington,east
6183,85,376,0,23712,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
3873,105,701,0,28142,Personal Auto,Sports Car,male,College,California,west
18929,68,152,0,72196,Personal Auto,Four-Door Car,female,Master,California,west
5553,69,176,0,68197,Personal Auto,Four-Door Car,male,Master,California,west
5011,63,104,0,75248,Corporate Auto,Four-Door Car,male,Bachelor,California,west
10442,98,941,0,0,Personal Auto,Four-Door Car,female,College,California,west
2199,65,468,1,0,Personal Auto,Two-Door Car,male,Bachelor,Nevada,central
5123,63,94,0,89879,Personal Auto,Two-Door Car,female,Master,Washington,east
7484,96,460,0,46998,Corporate Auto,Four-Door Car,male,High School or Below,Oregon,northwest
2613,67,67,0,57099,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
9080,114,539,0,33897,Corporate Auto,SUV,female,Bachelor,Arizona,central
13770,116,556,0,59207,Personal Auto,Four-Door Car,female,High School or Below,Nevada,central
2876,73,350,0,40171,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
5408,67,95,0,80192,Personal Auto,Four-Door Car,male,Doctor,Washington,east
6770,85,95,1,74422,Personal Auto,Four-Door Car,male,High School or Below,Washington,east
24143,87,626,0,0,Special Auto,Four-Door Car,male,College,Oregon,northwest
3538,67,321,5,0,Personal Auto,Four-Door Car,female,College,Arizona,central
29091,244,494,0,34226,Personal Auto,Luxury SUV,female,Bachelor,Nevada,central
19834,123,115,1,65989,Personal Auto,SUV,female,High School or Below,California,west
4731,61,19,0,30686,Corporate Auto,Four-Door Car,male,High School or Below,Oregon,northwest
35537,113,799,0,0,Personal Auto,Sports Car,female,Master,California,west
34611,109,523,0,20090,Personal Auto,Sports Car,female,High School or Below,Arizona,central
20216,183,878,0,0,Personal Auto,Luxury SUV,male,High School or Below,California,west
13976,176,444,0,77094,Personal Auto,SUV,male,College,Oregon,northwest
5904,73,268,0,97413,Personal Auto,Four-Door Car,female,College,California,west
5595,69,331,0,79189,Corporate Auto,Four-Door Car,female,Master,Oregon,northwest
2294,62,297,0,0,Personal Auto,Two-Door Car,female,High School or Below,California,west
6273,86,412,0,18577,Personal Auto,Four-Door Car,female,College,Arizona,central
3726,112,806,1,0,Special Auto,Sports Car,female,College,Oregon,northwest
2656,67,101,0,62777,Personal Auto,Two-Door Car,male,High School or Below,Washington,east
5110,74,532,0,0,Corporate Auto,Four-Door Car,male,Bachelor,Oregon,northwest
7126,183,1317,0,17483,Personal Auto,Luxury Car,male,College,Nevada,central
4601,114,691,0,84394,Personal Auto,SUV,male,Master,Oregon,northwest
9155,127,804,0,0,Personal Auto,Sports Car,male,College,Oregon,northwest
14808,62,297,1,41440,Personal Auto,Four-Door Car,female,College,Oregon,northwest
8901,136,1090,1,0,Personal Auto,Sports Car,male,High School or Below,Arizona,central
5734,71,50,0,98132,Personal Auto,Two-Door Car,female,College,Oregon,northwest
4177,112,537,0,0,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
27776,230,151,0,88220,Personal Auto,Luxury Car,male,Bachelor,California,west
10364,129,347,0,58327,Personal Auto,SUV,female,Master,Arizona,central
7851,66,271,0,25950,Personal Auto,Two-Door Car,male,Master,Oregon,northwest
4772,133,638,0,20993,Corporate Auto,SUV,male,High School or Below,Oregon,northwest
14226,177,849,0,65726,Corporate Auto,SUV,male,High School or Below,Oregon,northwest
2875,72,110,0,84768,Personal Auto,Two-Door Car,male,Bachelors,Washington,east
5041,63,113,0,36234,Personal Auto,Four-Door Car,female,Bachelor,Washington,east
4362,110,528,0,58842,Personal Auto,Four-Door Car,male,College,California,west
9624,124,595,2,25629,Corporate Auto,Sports Car,female,Master,Oregon,northwest
21914,181,113,0,77311,Personal Auto,SUV,female,College,Washington,east
6948,196,1337,2,0,Personal Auto,Luxury SUV,male,Doctor,California,west
2471,61,114,0,95697,Personal Auto,Two-Door Car,male,High School or Below,Washington,east
21903,79,125,0,22254,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
9028,113,235,0,65974,Personal Auto,Sports Car,male,High School or Below,Nevada,central
5303,76,395,0,0,Personal Auto,Four-Door Car,female,College,Oregon,northwest
20708,65,114,1,92079,Corporate Auto,Four-Door Car,male,High School or Below,Washington,east
5123,74,772,0,0,Personal Auto,Two-Door Car,male,High School or Below,Nevada,central
9492,132,633,0,0,Personal Auto,SUV,male,College,Oregon,northwest
8204,73,350,0,0,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
9877,131,168,4,67752,Personal Auto,Sports Car,female,College,Arizona,central
4815,64,307,0,25398,Corporate Auto,Four-Door Car,female,Bachelor,California,west
6277,88,633,0,0,Personal Auto,Four-Door Car,male,High School or Below,California,west
8260,105,504,0,33321,Special Auto,SUV,male,High School or Below,California,west
2549,78,845,0,0,Corporate Auto,Four-Door Car,male,Bachelor,Nevada,central
11318,99,115,2,38923,Personal Auto,Four-Door Car,---,College,Washington,east
3803,100,668,0,20325,Personal Auto,Sports Car,female,Bachelor,Oregon,northwest
8635,117,700,0,13129,Personal Auto,SUV,male,Bachelor,Oregon,northwest
5510,73,525,0,0,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
3585,91,25,0,49080,Corporate Auto,Four-Door Car,male,Master,Nevada,central
4889,63,375,0,42536,Personal Auto,Four-Door Car,male,College,Nevada,central
2756,74,418,0,29926,Corporate Auto,Four-Door Car,male,Bachelor,Oregon,northwest
3289,86,398,0,0,Corporate Auto,Two-Door Car,male,Doctor,Nevada,central
10937,138,938,0,21450,Personal Auto,Sports Car,female,Bachelor,California,west
7375,65,338,0,33345,Corporate Auto,Four-Door Car,male,High School or Below,California,west
10110,90,339,0,15752,Corporate Auto,Two-Door Car,female,Bachelor,California,west
5119,65,302,1,40169,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
8533,113,619,1,26049,Personal Auto,SUV,female,College,California,west
2224,68,326,0,0,Personal Auto,Four-Door Car,male,College,Nevada,central
8042,100,259,0,55411,Personal Auto,Sports Car,male,Doctor,Arizona,central
2554,70,336,0,12459,Personal Auto,Four-Door Car,male,College,Oregon,northwest
18073,76,364,1,64620,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
2430,61,179,0,83140,Corporate Auto,Four-Door Car,male,Bachelor,California,west
3167,92,662,0,0,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
5465,68,75,0,54422,Corporate Auto,Four-Door Car,female,Bachelor,Arizona,central
10357,131,306,0,68309,Corporate Auto,SUV,male,College,California,west
2537,65,84,2,56621,Personal Auto,Four-Door Car,male,High School or Below,California,west
2821,70,139,0,38977,Special Auto,Four-Door Car,female,College,Arizona,central
7757,111,607,0,0,Corporate Auto,Two-Door Car,male,Bachelor,AZ,central
4079,114,631,0,0,Corporate Auto,Two-Door Car,male,High School or Below,AZ,central
5955,83,628,0,0,Personal Auto,Four-Door Car,female,College,AZ,central
14158,70,336,0,83235,Personal Auto,Two-Door Car,female,Bachelor,Oregon,northwest
8487,74,426,0,0,Personal Auto,Two-Door Car,male,College,Nevada,central
6285,80,91,0,32390,Personal Auto,Four-Door Car,male,College,AZ,central
11473,95,317,0,66538,Personal Auto,Two-Door Car,female,High School or Below,Oregon,northwest
4942,65,118,0,23285,Personal Auto,Two-Door Car,female,College,Washington,east
23594,66,86,0,76358,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
2572,66,118,0,21104,Personal Auto,Four-Door Car,male,Master,Washington,east
5380,67,321,0,55350,Personal Auto,Four-Door Car,female,College,AZ,central
4770,65,362,0,12964,Personal Auto,Two-Door Car,female,College,California,west
6756,86,221,2,33288,Personal Auto,Four-Door Car,female,Master,AZ,central
5936,84,980,0,0,Personal Auto,Four-Door Car,female,College,AZ,central
3570,88,614,0,56168,Personal Auto,Four-Door Car,female,Bachelor,AZ,central
6019,92,662,0,0,Personal Auto,Four-Door Car,male,College,California,west
5426,69,331,0,23105,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
2730,68,145,0,36218,Personal Auto,Four-Door Car,female,Master,Oregon,northwest
4982,62,374,0,52275,Corporate Auto,Four-Door Car,female,High School or Below,California,west
8769,74,355,0,49665,Personal Auto,Four-Door Car,female,College,Oregon,northwest
4220,110,528,0,32471,Personal Auto,Two-Door Car,male,High School or Below,Nevada,central
11537,86,619,1,0,Corporate Auto,Two-Door Car,male,High School or Below,AZ,central
5887,73,80,0,62773,Personal Auto,Four-Door Car,female,Master,California,west
4700,117,561,0,76694,Personal Auto,SUV,female,College,California,west
10963,276,1324,0,55687,Personal Auto,Luxury SUV,male,High School or Below,Oregon,northwest
2523,70,504,0,0,Personal Auto,Four-Door Car,female,High School or Below,AZ,central
3757,96,460,1,36633,Personal Auto,Four-Door Car,male,Doctor,Nevada,central
12941,106,468,0,77060,Personal Auto,SUV,male,High School or Below,Oregon,northwest
3764,94,842,0,92600,Corporate Auto,Two-Door Car,female,Bachelor,Nevada,central
6889,66,475,0,0,Personal Auto,Four-Door Car,male,High School or Below,California,west
3623,111,1171,2,0,Corporate Auto,SUV,male,College,Nevada,central
7582,64,268,0,64801,Personal Auto,Four-Door Car,male,College,AZ,central
8277,103,494,0,45257,Corporate Auto,Two-Door Car,female,College,Oregon,northwest
2576,66,475,0,26854,Personal Auto,Four-Door Car,male,High School or Below,California,west
8205,102,138,2,85840,Corporate Auto,SUV,female,College,Oregon,northwest
19582,72,345,0,26463,Corporate Auto,Four-Door Car,female,Doctor,Oregon,northwest
6481,81,467,0,30689,Personal Auto,Four-Door Car,female,Bachelor,Nevada,central
2599,66,467,0,29590,Corporate Auto,Two-Door Car,male,High School or Below,Oregon,northwest
9830,253,1214,0,25965,Personal Auto,Luxury SUV,female,College,Oregon,northwest
10442,139,667,0,17269,Personal Auto,SUV,male,Bachelor,Oregon,northwest
36057,137,192,3,90330,Corporate Auto,Sports Car,male,College,Oregon,northwest
8470,113,619,0,0,Corporate Auto,SUV,female,High School or Below,California,west
8278,110,1002,0,0,Personal Auto,Four-Door Car,female,High School or Below,California,west
4788,67,321,1,0,Personal Auto,Two-Door Car,female,High School or Below,California,west
3087,80,384,0,18558,Special Auto,Four-Door Car,female,Bachelor,AZ,central
4443,113,251,0,46384,Corporate Auto,Four-Door Car,male,Bachelor,Arizona,central
7984,72,866,0,0,Personal Auto,Two-Door Car,female,High School or Below,Oregon,northwest
7180,180,1210,0,42303,Personal Auto,Luxury SUV,female,College,Oregon,northwest
15656,130,599,0,71731,Corporate Auto,SUV,female,Bachelor,California,west
5780,74,787,0,51066,Corporate Auto,Four-Door Car,male,High School or Below,Oregon,northwest
20714,203,2027,0,0,Corporate Auto,Luxury Car,male,College,California,west
5337,86,619,3,0,Personal Auto,Four-Door Car,female,Bachelor,Nevada,central
5050,69,72,0,0,Personal Auto,Two-Door Car,male,College,Arizona,central
5116,68,449,1,26173,Corporate Auto,Four-Door Car,female,High School or Below,Arizona,central
7268,63,302,0,24445,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
2616,66,316,0,72302,Personal Auto,Two-Door Car,male,College,Oregon,northwest
3738,102,489,0,27208,Personal Auto,SUV,male,High School or Below,Oregon,northwest
2725,69,56,1,36650,Special Auto,Four-Door Car,female,Master,California,west
5453,68,259,0,30855,Corporate Auto,Four-Door Car,male,College,Arizona,central
6846,95,456,0,0,Personal Auto,Two-Door Car,female,Bachelor,Arizona,central
6172,76,364,0,99960,Corporate Auto,Four-Door Car,male,Master,Oregon,northwest
10346,98,470,0,0,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
6997,88,299,0,55873,Personal Auto,Four-Door Car,female,Bachelor,Nevada,central
4196,111,699,0,18052,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
7858,104,117,2,28937,Personal Auto,SUV,female,High School or Below,Oregon,northwest
6064,86,545,0,0,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
17497,73,350,0,0,Personal Auto,Two-Door Car,male,College,California,west
8970,118,328,0,12829,Personal Auto,SUV,male,Doctor,Oregon,northwest
5923,73,66,0,92163,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
35850,192,1382,0,17588,Personal Auto,Luxury Car,male,High School or Below,Oregon,northwest
8709,111,121,0,41546,Corporate Auto,Four-Door Car,female,Bachelor,Washington,east
13309,127,609,0,0,Personal Auto,SUV,male,College,Arizona,central
4528,113,542,0,70340,Special Auto,Four-Door Car,male,High School or Below,California,west
2791,74,532,0,0,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
4434,111,125,0,34549,Personal Auto,Four-Door Car,male,High School or Below,Washington,east
7996,99,655,0,93459,Personal Auto,Four-Door Car,male,College,Arizona,central
5129,65,312,2,86148,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
5697,72,345,0,27048,Corporate Auto,Four-Door Car,female,Bachelor,California,west
9217,115,673,0,73259,Personal Auto,SUV,female,College,Oregon,northwest
10208,129,619,0,35482,Corporate Auto,SUV,female,College,Oregon,northwest
4170,107,513,1,29462,Personal Auto,SUV,female,Master,Oregon,northwest
4505,115,23,1,67801,Personal Auto,SUV,female,College,Oregon,northwest
3107,94,451,4,0,Personal Auto,Two-Door Car,male,High School or Below,California,west
5528,73,350,0,16042,Personal Auto,Two-Door Car,male,High School or Below,Arizona,central
5045,64,307,1,28056,Personal Auto,Four-Door Car,male,High School or Below,California,west
2962,85,408,3,16495,Corporate Auto,Four-Door Car,male,High School or Below,California,west
8665,108,231,0,41163,Corporate Auto,SUV,female,Master,California,west
11413,161,772,1,0,Personal Auto,Sports Car,female,College,Arizona,central
15488,109,664,3,33799,Corporate Auto,SUV,male,Bachelor,California,west
8861,110,128,0,90125,Corporate Auto,SUV,female,College,Washington,east
5934,147,46,1,87747,Personal Auto,SUV,female,Bachelor,Oregon,northwest
3543,90,432,0,35695,Personal Auto,Four-Door Car,male,College,Nevada,central
3490,87,78,0,90985,Personal Auto,Four-Door Car,male,Master,California,west
3683,101,564,0,0,Corporate Auto,Sports Car,female,College,California,west
5989,154,739,0,66839,Personal Auto,Sports Car,male,College,California,west
12500,165,792,0,0,Personal Auto,SUV,female,High School or Below,California,west
8609,107,289,0,79090,Corporate Auto,SUV,female,Bachelor,Oregon,northwest
2497,64,155,0,24825,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
7019,63,302,0,26806,Personal Auto,Four-Door Car,male,College,California,west
5387,67,326,0,56835,Personal Auto,Two-Door Car,female,College,Oregon,northwest
6165,88,653,0,0,Special Auto,Two-Door Car,female,Bachelor,Oregon,northwest
2730,69,103,0,46135,Personal Auto,Four-Door Car,male,Bachelor,California,west
